"Queen Pawn Game, Veresov Atack, Veresov Variation"," 1.d4 d5 2.Nc3 Nf6 3.Bg5 Bf5 4.Bxf6","D01","41.2%","26.8%","32.0%"
"Queen Pawn Game, Veresov Attack"," 1.d4 d5 2.Nc3","D00","36.6%","37.5%","25.8%"
"Queen Pawn Game, Veresov Attack, Two Knights System"," 1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3","D01","32.3%","36.5%","31.2%"
"Queen Pawn Game, Veresov Attack, Two Knights System, Gruenfeld Defense"," 1.d4 d5 2.Nc3 Nf6 3.Bg5 Nbd7 4.Nf3 g6","D01","38.1%","26.6%","35.3%"
"Queen Pawn Game, Zukertort Variation"," 1.d4 d5 2.Nf3","D02","36.5%","32.1%","31.4%"
"Queen Pawn Opening, General"," 1.d4","A40","47.3%","28.3%","24.4%"
"Queen's Gambit Accepted, Accelerated Mannheim Variation"," 1.d4 d5 2.c4 dxc4 3.Qa4+","D20","28.3%","45.8%","25.8%"
"Queen's Gambit Accepted, Alekhine Defense"," 1.d4 d5 2.c4 dxc4 3.Nf3 a6","D22","29.1%","32.0%","38.9%"
"Queen's Gambit Accepted, Alekhine Defense, Borisenko-Furman Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e4","D21","37.2%","30.1%","32.7%"
"Queen's Gambit Accepted, Alekhine Defense, Haberditz Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 b5","D22","8.0%","26.7%","65.3%"
"Queen's Gambit Accepted, Bogoljubow Defense"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 5.e4","D24","43.5%","27.8%","28.7%"
"Queen's Gambit Accepted, Central Variation, Alekhine System"," 1.d4 d5 2.c4 dxc4 3.e4 Nf6","D20","25.1%","40.6%","34.3%"
"Queen's Gambit Accepted, Central Variation, Greco Variation"," 1.d4 d5 2.c4 dxc4 3.e4 b5","D20","30.8%","40.4%","28.9%"
"Queen's Gambit Accepted, Central Variation, McDonnell Defense"," 1.d4 d5 2.c4 dxc4 3.e4 e5","D20","24.0%","41.0%","35.0%"
"Queen's Gambit Accepted, Central Variation, Modern Defense"," 1.d4 d5 2.c4 dxc4 3.e4 Nc6","D20","30.2%","41.5%","28.2%"
"Queen's Gambit Accepted, Central Variation, Rubinstein Defense"," 1.d4 d5 2.c4 dxc4 3.e4 c5","D20","16.2%","44.2%","39.6%"
"Queen's Gambit Accepted, Classical Defense"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5","D26","17.6%","36.3%","46.1%"
"Queen's Gambit Accepted, Classical Defense, Alekhine System"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2","D28","40.8%","20.6%","38.6%"
"Queen's Gambit Accepted, Classical Defense, Alekhine System, Except Main Line"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5","D28","25.8%","37.0%","37.2%"
"Queen's Gambit Accepted, Classical Defense, Alekhine System, Main Line"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.Qe2 b5 8.Bb3 Bb7","D29","32.1%","30.8%","37.1%"
"Queen's Gambit Accepted, Classical Defense, Main Lines"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6","D27","17.1%","35.7%","47.3%"
"Queen's Gambit Accepted, Classical Defense, Normal Lines"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O","D26","61.5%","5.8%","32.7%"
"Queen's Gambit Accepted, Classical Defense, Rubinstein Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.a4","D27","33.5%","22.9%","43.5%"
"Queen's Gambit Accepted, Classical Defense, Russian Gambit"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.e4","D27","41.5%","19.5%","39.0%"
"Queen's Gambit Accepted, Classical Defense, Steinitz Variation, Development Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O Nc6","D26","16.2%","40.4%","43.4%"
"Queen's Gambit Accepted, Classical Defense, Steinitz Variation, Exchange Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O cxd4","D26","9.0%","50.0%","41.0%"
"Queen's Gambit Accepted, Deferred"," 1.d4 d5 2.Nf3 Nf6 3.c4 dxc4","D25","34.8%","36.3%","28.9%"
"Queen's Gambit Accepted, Furman Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 5.Bxc4 c5 6.O-O a6 7.dxc5 Bxc5","D27","14.6%","19.3%","66.1%"
"Queen's Gambit Accepted, General"," 1.d4 d5 2.c4 dxc4","D20","40.5%","36.1%","23.4%"
"Queen's Gambit Accepted, Gunsberg Defense"," 1.d4 d5 2.c4 dxc4 3.Nf3 c5","D21","24.4%","31.7%","43.8%"
"Queen's Gambit Accepted, Gunsberg Defense, Prianishenmo Gambit"," 1.d4 d5 2.c4 dxc4 3.Nc3 c5 4.d5 Nf6 5.Nf3 e6 6.e4 exd5 7.e5","D24","42.5%","16.6%","40.9%"
"Queen's Gambit Accepted, Janowski-Larsen Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4","D25","22.8%","37.5%","39.7%"
"Queen's Gambit Accepted, Linares Variation"," 1.d4 d5 2.c4 dxc4 3.e4 c5 4.d5 Nf6 5.Nc3 b5","D20","32.5%","46.1%","21.4%"
"Queen's Gambit Accepted, Mannheim Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Qa4+","D23","38.0%","24.4%","37.6%"
"Queen's Gambit Accepted, Normal Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3","D21","37.4%","32.8%","29.8%"
"Queen's Gambit Accepted, Normal Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3","D25","40.3%","24.1%","35.5%"
"Queen's Gambit Accepted, Normal Variation, Traditional System"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6","D26","24.1%","42.8%","33.1%"
"Queen's Gambit Accepted, Old Variation"," 1.d4 d5 2.c4 dxc4 3.e3","D20","40.4%","23.3%","36.3%"
"Queen's Gambit Accepted, Rosenthal Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 e6","D21","25.5%","38.5%","36.0%"
"Queen's Gambit Accepted, Showalter Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3","D24","35.6%","36.1%","28.3%"
"Queen's Gambit Accepted, Smyslov Variation"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 g6","D25","23.3%","40.3%","36.3%"
"Queen's Gambit Accepted, Winawer Defense"," 1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Be6","D25","22.4%","41.0%","36.5%"
"Queen's Gambit Declined, Anti-Tartakower Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6","D55","38.9%","21.5%","39.6%"
"Queen's Gambit Declined, Anti-Tartakower Variation, Petrosian Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6 Bxf6 8.Rc1 c6 9.Bd3 Nd7 10.O-O dxc4 11.Bxc4","D55","24.0%","7.9%","68.0%"
"Queen's Gambit Declined, Barmen Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Nbd7","D37","21.0%","41.9%","37.1%"
"Queen's Gambit Declined, Cambridge Springs Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.Nf3 c6 6.e3 Qa5","D52","27.0%","39.7%","33.4%"
"Queen's Gambit Declined, Capablanca - General"," 1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6","D30","29.4%","31.5%","39.0%"
"Queen's Gambit Declined, Capablanca Variation"," 1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nbd2","D30","47.0%","18.8%","34.2%"
"Queen's Gambit Declined, Charousek (Petrosian) Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Be7","D31","20.6%","39.4%","40.0%"
"Queen's Gambit Declined, Exchange Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5","D35","44.0%","22.0%","34.1%"
"Queen's Gambit Declined, Exchange Variation, Positional Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5","D35","51.3%","18.8%","29.9%"
"Queen's Gambit Declined, Exchange Variation, Positional Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6","D35","18.7%","41.2%","40.1%"
"Queen's Gambit Declined, Exchange Variation, Reshevsky Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6 6.Qc2","D36","45.6%","23.0%","31.4%"
"Queen's Gambit Declined, Exchange Variation, Saemisch Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Nf3 Nbd7 6.Bf4","D35","47.0%","18.3%","34.8%"
"Queen's Gambit Declined, General"," 1.d4 d5 2.c4 e6","D30","25.3%","40.5%","34.2%"
"Queen's Gambit Declined, Harrwitz Attack"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4","D37","48.2%","18.7%","33.1%"
"Queen's Gambit Declined, Harrwitz Attack"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bf4","D35","45.9%","23.4%","30.7%"
"Queen's Gambit Declined, Harrwitz Attack, Fianchetto Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 b6","D37","13.6%","47.4%","39.0%"
"Queen's Gambit Declined, Harrwitz Attack, Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5","D37","12.8%","40.2%","47.0%"
"Queen's Gambit Declined, Harrwitz Attack, Main Line, New Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.O-O-O","D37","43.4%","23.0%","33.7%"
"Queen's Gambit Declined, Harrwitz Attack, Main Line, Old Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.Rd1","D37","40.9%","18.7%","40.4%"
"Queen's Gambit Declined, Harrwitz Attack, Orthodox Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c6","D37","16.9%","56.8%","26.3%"
"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7","D37","17.8%","33.8%","48.4%"
"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense, Blockade Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7 7.c5","D37","39.6%","10.3%","50.1%"
"Queen's Gambit Declined, Hastings Variation"," 1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6 5.Bxf6 Qxf6 6.Nc3 c6 7.Qb3","D30","38.9%","19.1%","42.0%"
"Queen's Gambit Declined, Janowski Variation"," 1.d4 d5 2.c4 e6 3.Nc3 a6","D31","27.0%","35.1%","37.9%"
"Queen's Gambit Declined, Lasker Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4","D56","15.3%","28.5%","56.2%"
"Queen's Gambit Declined, Lasker Defense, Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3","D57","32.6%","18.1%","49.3%"
"Queen's Gambit Declined, Lasker Defense, Teichmann Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.Qc2","D56","24.4%","12.3%","63.2%"
"Queen's Gambit Declined, Manhattan Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4","D51","24.8%","46.6%","28.6%"
"Queen's Gambit Declined, Miles Variation, Dzhindzhi Attack"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.Nf3 O-O 6.Qc2","D53","50.9%","18.8%","30.4%"
"Queen's Gambit Declined, Modern Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5","D50","46.9%","21.9%","31.2%"
"Queen's Gambit Declined, Modern Variation, Normal Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3","D55","43.2%","21.7%","35.2%"
"Queen's Gambit Declined, Modern, Knight Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3","D51","48.6%","18.4%","33.0%"
"Queen's Gambit Declined, Modern, Knight Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7","D51","27.2%","44.5%","28.4%"
"Queen's Gambit Declined, Modern, Knight Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6","D51","25.1%","42.1%","32.8%"
"Queen's Gambit Declined, Neo-Orthodox Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Rc1","D54","44.4%","13.1%","42.5%"
"Queen's Gambit Declined, Neo-Orthodox Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6","D55","32.1%","38.7%","29.3%"
"Queen's Gambit Declined, Neo-Orthodox Variation, Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4","D55","39.5%","19.9%","40.6%"
"Queen's Gambit Declined, Normal Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6","D35","37.8%","37.4%","24.9%"
"Queen's Gambit Declined, Orthodox Defense, Alekhine Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.Ne4","D67","39.7%","6.5%","53.8%"
"Queen's Gambit Declined, Orthodox Defense, Botvinnik Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Bd3","D60","40.8%","27.0%","32.2%"
"Queen's Gambit Declined, Orthodox Defense, Classical Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5","D68","12.2%","34.9%","52.9%"
"Queen's Gambit Declined, Orthodox Defense, Classical Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.dxe5 Nxe5 14.Nxe5","D69","23.3%","10.4%","66.3%"
"Queen's Gambit Declined, Orthodox Defense, Classical Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.Qc2","D68","48.9%","12.4%","38.7%"
"Queen's Gambit Declined, Orthodox Defense, Fianchetto Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 b5","D66","19.9%","48.7%","31.4%"
"Queen's Gambit Declined, Orthodox Defense, General"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7","D60","21.2%","35.6%","43.2%"
"Queen's Gambit Declined, Orthodox Defense, Hennegerger Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 a6","D63","23.1%","35.4%","41.5%"
"Queen's Gambit Declined, Orthodox Defense, Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6","D63","17.0%","46.9%","36.1%"
"Queen's Gambit Declined, Orthodox Defense, Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O","D67","37.8%","17.3%","44.9%"
"Queen's Gambit Declined, Orthodox Defense, Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1","D63","42.6%","17.2%","40.3%"
"Queen's Gambit Declined, Orthodox Defense, Pillsbury Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bd3","D63","57.5%","20.1%","22.4%"
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2","D61","49.4%","18.6%","32.0%"
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation, Flohr Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2 c5 8.cxd5","D62","30.1%","13.1%","56.7%"
"Queen's Gambit Declined, Pseudo-Tarrasch Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5 5.cxd5","D50","39.4%","27.4%","33.2%"
"Queen's Gambit Declined, Queen's Knight Variation"," 1.d4 d5 2.c4 e6 3.Nc3","D31","45.5%","25.7%","28.7%"
"Queen's Gambit Declined, Ragozin Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4","D38","25.0%","34.5%","40.5%"
"Queen's Gambit Declined, Ragozin Defense, Alekhine Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Qa4+","D38","37.4%","24.0%","38.7%"
"Queen's Gambit Declined, Ragozin Defense, Vienna Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Bg5 dxc4","D39","35.2%","32.8%","31.9%"
"Queen's Gambit Declined, Semi-Tarrasch Defense"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5","D40","20.4%","39.5%","40.0%"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Exchange Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e4","D41","36.5%","16.1%","47.3%"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Main Line"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3 Nc6 7.Bd3","D42","36.4%","15.5%","48.2%"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3","D41","39.7%","17.5%","42.8%"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.Bg5","D40","37.2%","36.2%","26.5%"
"Queen's Gambit Declined, Tarrasch Defense, Pseudo-Tarrasch"," 1.d4 d5 2.c4 e6 3.Nf3 c5","D30","23.5%","46.0%","30.4%"
"Queen's Gambit Declined, Tarrasch Defense, Pseudo-Tarrasch, Bishop Attack"," 1.d4 d5 2.c4 e6 3.Nf3 c5 4.cxd5 exd5 5.Bg5","D30","49.1%","9.5%","41.4%"
"Queen's Gambit Declined, Tartakower Defense, General"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6","D58","18.4%","31.5%","50.2%"
"Queen's Gambit Declined, Tartakower Defense, Makogonov Exchange Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6 8.cxd5 Nxd5","D59","25.8%","22.2%","52.0%"
"Queen's Gambit Declined, Tartakower Variation, Exchange Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6 8.cxd5 exd5","D57","26.6%","40.1%","33.3%"
"Queen's Gambit Declined, Three Knights Variation, General"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3","D37","41.4%","21.5%","37.0%"
"Queen's Gambit Declined, Traditional Variation"," 1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5","D30","42.1%","25.4%","32.6%"
"Queen's Gambit Declined, Vienna Variation"," 1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Bb4+","D30","29.9%","34.1%","36.0%"
"Queen's Gambit Declined, Vienna Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4","D44","22.2%","34.2%","43.6%"
"Queen's Gambit Declined, Vienna Variation, Quiet Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4 5.e3","D44","24.2%","27.9%","47.9%"
"Queen's Gambit Declined, Westphalian Variation"," 1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4 6.Nf3 c5","D51","38.1%","30.9%","30.9%"
"Queen's Gambit Refused, Albin Countergambit"," 1.d4 d5 2.c4 e5","D08","34.7%","42.5%","22.8%"
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation"," 1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3","D09","41.5%","30.1%","28.4%"
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation, Be6 Line"," 1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3 Be6","D09","27.6%","55.9%","16.5%"
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation, Bg4 Line"," 1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3 Bg4","D09","33.5%","53.7%","12.8%"
"Queen's Gambit Refused, Albin Countergambit, Modern Line"," 1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.Nbd2","D08","50.9%","29.6%","19.5%"
"Queen's Gambit Refused, Albin Countergambit, Normal Line"," 1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3","D08","46.0%","32.6%","21.4%"
"Queen's Gambit Refused, Austrian Defense"," 1.d4 d5 2.c4 c5","D06","19.6%","47.5%","32.9%"
"Queen's Gambit Refused, Baltic Defense"," 1.d4 d5 2.c4 Bf5","D02","26.1%","45.8%","28.1%"
"Queen's Gambit Refused, Baltic Defense, Argentinian Gambit"," 1.d4 d5 2.c4 Bf5 3.cxd5 Bxb1 4.Qa4+ c6 5.dxc6 Nxc6","D31","10.1%","52.2%","37.7%"
"Queen's Gambit Refused, Baltic Defense, Pseudo-Chigorin"," 1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Nf3 Nc6","D02","32.1%","39.3%","28.6%"
"Queen's Gambit Refused, Baltic Defense, Pseudo-Slav"," 1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Nf3 c6","D02","23.9%","43.5%","32.6%"
"Queen's Gambit Refused, Chigorin Defense"," 1.d4 d5 2.c4 Nc6","D07","29.6%","45.7%","24.6%"
"Queen's Gambit Refused, Chigorin Defense, Exchange Variation"," 1.d4 d5 2.c4 Nc6 3.cxd5 Qxd5","D07","28.2%","43.3%","28.5%"
"Queen's Gambit Refused, Chigorin Defense, Exchange Variation, Costa's Line"," 1.d4 d5 2.c4 Nc6 3.cxd5 Qxd5 4.e3 e5 5.Nc3 Bb4 6.Bd2 Bxc3 7.Bxc3 exd4 8.Ne2","D07","38.1%","19.4%","42.6%"
"Queen's Gambit Refused, Chigorin Defense, Janowski Variation"," 1.d4 d5 2.c4 Nc6 3.Nc3 dxc4 4.Nf3","D07","69.4%","15.6%","15.0%"
"Queen's Gambit Refused, Chigorin Defense, Lazard Gambit"," 1.d4 d5 2.c4 Nc6 3.Nf3 e5","D06","27.8%","47.7%","24.4%"
"Queen's Gambit Refused, Chigorin Defense, Main Line"," 1.d4 d5 2.c4 Nc6 3.Nf3 Bg4","D07","29.5%","42.5%","28.0%"
"Queen's Gambit Refused, Chigorin Defense, Modern Gambit"," 1.d4 d5 2.c4 Nc6 3.Nc3 Nf6 4.Nf3 dxc4","D06","24.3%","46.8%","28.9%"
"Queen's Gambit Refused, Chigorin Defense, Tartakower Gambit"," 1.d4 d5 2.c4 Nc6 3.Nc3 e5","D06","25.3%","55.6%","19.1%"
"Queen's Gambit Refused, Marshall Defense"," 1.d4 d5 2.c4 Nf6","D06","15.4%","69.4%","15.2%"
"Queen's Indian Defense, Anti-Queen's Indian System"," 1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.Nc3","E17","41.3%","21.3%","37.4%"
"Queen's Indian Defense, Capablanca Variation"," 1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+","E16","21.4%","39.1%","39.5%"
"Queen's Indian Defense, Classical Variation"," 1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O","E17","43.2%","21.7%","35.1%"
"Queen's Indian Defense, Classical Variation, Polugayevsky Gambit"," 1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.d5 exd5 8.Nh4","E17","49.0%","18.1%","32.9%"
"Queen's Indian Defense, Classical Variation, Tiviakov Defense"," 1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 Na6","E17","33.1%","25.1%","41.8%"
